Chemical.Number,Chemical.Name,Chemical.CAS,Chemical.Class,Peak_Frequency_up,Peak_Frequency_dn,Peak_Decay_Rise_Ratio_up,Peak_Frequency_zero,Total_Cells_zero,Risk.lable
800,3-Pyridinecarbonitrile,100-54-9,Chemical intermediate,1502.85,18.4724,39.4544,4108.96,3145.405,
801,Dimethylcarbamoyl_chloride,79-44-7,Chemical intermediate,203.93,1000,103.0135,39842.4,3427.115,
802,Urea,57-13-6,Food flavor fragrance,83.9829,1000,21.5983,49294.25,2152.635,
803,Hydroquinone,123-31-9,Chemical intermediate,520.0385,22.16145,936.201,24828.7,58.2858,
804,"2,4,7,9-Tetramethyl-5-decyne-4,7-diol",126-86-3,Chemical intermediate,5.91066,287.62,346.737,8184.535,509.805,
805,Triclocarban,101-20-2,Microbiocide,0.8545,1429.555,874.1185,40004,1682.215,
806,2-Naphthalenol,135-19-3,Chemical intermediate,94.35705,79.6581,158.6355,6282.74,353.3745,
807,Allura_Red_C.I.16035,25956-17-6,Dye,1000,575.1855,1557.315,40670.3,2445.925,
808,Iopanoic_acid,96-83-3,Pharmaceutical,183.287,135.313,288.53,8092.14,174.6225,
809,Raloxifene_hydrochloride,82640-04-8,Pharmaceutical,24.0914,22.22515,30.62545,2409.28,66.3666,
810,Haloxyfop-methyl,69806-40-2,Herbicide,310.769,11.21765,27.00215,92.7506,1305.32,
811,Cyproterone_acetate,427-51-0,Pharmaceutical,0.3646015,235.2615,282.4905,9019.44,146.2675,
812,"2,5-Di-tert-butylbenzene-1,4-diol",88-58-4,Chemical intermediate,666.277,0.12098,735.757,285507,379.5365,
813,"1,3-Dichloro-5,5-dimethylhydantoin",118-52-5,Microbiocide,87.52035,1219.065,1430.525,52423.95,415.7205,
814,Methacrylamide,79-39-0,Chemical intermediate,1213.855,119.532,1628.31,2583.99,468.034,
815,Acenaphthene,83-32-9,PAH,23.97,220.068,168.67,1663.53,647.8875,
816,Disulfiram,97-77-8,Pharmaceutical,1.863135,285.525,55.3462,11678.9,479.846,
817,Tebupirimfos,96182-53-5,Pesticide,0.946892,589.9255,814.1875,17283.35,1308.56,
818,Dibromoacetonitrile,3252-43-5,Microbiocide,136.606,1272.95,1819.965,41401.6,2834.915,
819,2-Chloroacetophenone,532-27-4,Other,80.8963,768.753,1109.355,37968.15,2012.035,
820,Apigenin,520-36-5,Food flavor fragrance,14.03225,1000,1111.235,39896.15,1613.975,
821,Octrizole,3147-75-9,Flame retardant,3.573205,1705.99,1477.555,44708.45,2056.12,
822,N-Methylacetamide,79-16-3,Solvent,950.3955,693.8995,487.053,59466.9,2851.605,
823,Medroxyprogesterone_acetate,71-58-9,Pharmaceutical,32.87725,1000,1101.385,29353.95,1371.17,
824,Methamidophos,10265-92-6,Pesticide,611.005,1.57921,1.65345,604.0655,341.5955,
825,FD&C_Yellow_5,1934-21-0,Dye,1086.225,0.2473305,5.42517,33492.7,2548.53,
826,"8,2_Fluorotelomer_alcohol",678-39-7,Chemical intermediate,303.6895,6.466,0.3943975,5743.42,503.919,
827,Pyrimethamine,58-14-0,Pharmaceutical,188.3935,9.16704,7.189715,507.586,555.5025,
828,Cyanogen_bromide,506-68-3,Chemical intermediate,1000,148.809,5.30814,29504.1,2337.305,
829,Flufenacet,142459-58-3,Herbicide,21.74545,28.79235,11.47805,861.394,201.032,
830,"Sorbitan,_mono-(9Z)-9-octadecenoate",1338-43-8,Surfactant,1057.385,10.13545,1502.14,763.904,2373.905,
831,Mevinphos,7786-34-7,Pesticide,36.7935,844.573,1000,35356.25,2843.415,
832,Indomethacin,53-86-1,Pharmaceutical,24.71095,432.0525,50.51015,23640.25,452.868,
833,"2,4-Di-tert-pentylphenol",120-95-6,Chemical intermediate,0.4893115,254.91,26.9992,7716.665,419.975,
834,Sodium_myristyl_sulfate,1191-50-0,Surfactant,909.7235,194.4915,19.7609,26056.15,1083.955,
835,Octabenzone,1843-05-6,Plasticizer,0.930376,987.6815,1560.48,33861.2,1169.745,
836,Propazine,139-40-2,Herbicide,0.0563967,1792.885,1000,49025.3,1174.155,
837,Glipizide,29094-61-9,Pharmaceutical,1.98182,877.5405,878.461,35118.65,312.4265,
838,Citric_acid,77-92-9,Food flavor fragrance,11.07535,1412.125,1594.855,46104.7,1523.87,
839,"1,2-Benzenedicarboxaldehyde",643-79-8,Chemical intermediate,1039.485,41.69985,1.45256,287308.5,1895.02,
840,Trifluralin,1582-09-8,Herbicide,0.226951,117.1565,1519.66,10338.15,3160.225,
841,2-tert-Butyl-4-ethylphenol,96-70-8,Solvent,182.1555,49.4882,0.8860735,2630.13,299.4525,
842,Volinanserin,139290-65-6,Pharmaceutical,3.6355,16.30125,0.1707855,342.075,84.903,
843,17beta-Trenbolone,10161-33-8,Pharmaceutical,58.0813,178.87,119.879,9306.885,419.26,
844,Deltamethrin,52918-63-5,Pesticide,47.85345,0.002970095,1253.58,63309050,2913.37,
845,"1,3-Benzenedicarboxylic_acid",121-91-5,Chemical intermediate,1000,18.7934,118.888,425.804,2488.085,
846,Progesterone,57-83-0,Pharmaceutical,242.427,0.4524135,23.14005,3593.435,410.389,
847,"1,2-Benzenedicarboxylic_acid,_di-C9-11-branched_alkyl_esters,_C10-rich",68515-49-1,Plasticizer,199.1925,1135.435,1002.765,49312.35,2543.655,
848,2-Aminoanthraquinone,117-79-3,Chemical intermediate,1120.48,14.0796,34.25455,4661.83,2198.38,
849,"2,5-Dimethylphenol",95-87-4,Chemical intermediate,75.04685,47.5378,1023.225,91574.15,2062.82,
850,Heptachlor_epoxide,1024-57-3,Pesticide,16.5916,1024.46,679.877,39132.55,2205.39,
851,2-(Phenylmethylene)octanal,101-86-0,Food flavor fragrance,374.2085,23.7113,97.7158,162.8135,2227.795,
852,Phosphoric_acid,7664-38-2,Food flavor fragrance,1000,220.4635,330.9525,30488.25,3377.72,
853,Dimethylamine,124-40-3,Surfactant,868.372,857.0135,76.60385,60223.15,3098.64,
854,Sucrose,57-50-1,Food flavor fragrance,323.7345,1197.645,1423.69,48495.6,2838.175,
855,Hexadecane,544-76-3,Solvent,1022.6,1.87035,8.051115,3896210,2594.57,
856,"1H-1,2,4-Triazole",288-88-0,Chemical intermediate,1000,111.4885,167.2405,1002.965,2659.96,
857,Dodecylbenzene,123-01-3,Solvent,559.941,1000,762.6035,50324.35,2773.27,
858,"2,3,4-Trihydroxbenzophenone",1143-72-2,Other,205.2135,44.695,264.7505,9579.245,149.1795,
859,"2,4-Dichlorophenoxybutyric_acid",94-82-6,Herbicide,58.6989,1050.245,1377.88,44440.75,2287.49,
860,Eugenol,97-53-0,Food flavor fragrance,72.8643,24.4159,18.97575,261.0635,483.286,
861,"2,4,6-Trimethylphenol",527-60-6,Chemical intermediate,27.43285,1000,79.22735,39388,2575.355,
862,Benfluralin,1861-40-1,Herbicide,14.81385,1193.355,276.84,33591.9,3522.675,
863,Dipentyl_phthalate,131-18-0,Plasticizer,5.631115,1000,743.422,26488.45,1521.155,
864,Chloroneb,2675-77-6,Microbiocide,17.4621,1460.585,544.0365,48632.6,2551.65,
865,Triethylene_glycol,112-27-6,Food flavor fragrance,759.6705,874.5915,1165.97,43548.8,2459.265,
866,Fluazifop-P-butyl,79241-46-6,Herbicide,9.181515,1000,1275.76,38724.2,2266.945,
867,Sodium_nitrite,7632-00-0,Chemical intermediate,141.311,1000,1159.875,68702.05,2081.61,
868,Umbelliferone,93-35-6,Other,409.7535,1000,403.6725,48536.7,41.72435,
869,Thiophanate-methyl,23564-05-8,Microbiocide,18.55095,1000,997.7435,30938.25,825.659,
870,1-Dodecanol,112-53-8,Food flavor fragrance,225.254,15.1058,3.975945,317.7765,414.6005,
871,Endosulfan,115-29-7,Pesticide,0.26734,261.949,6.141225,6679.805,419.0345,
872,6-Propyl-2-thiouracil,51-52-5,Pharmaceutical,1000,576.822,395.724,71743.05,2056.935,
873,Basic_Blue_7,2390-60-5,Dye,0.02931955,0.04317095,0.02884865,55.62195,0.041985,
874,1-[3-(Triethoxysilyl)propyl]urea,23779-32-0,Chemical intermediate,1000,502.4145,1392.285,51410.55,2784.565,
875,Tributyltin_chloride,1461-22-9,Microbiocide,65.13565,0.2668265,46.0833,1282.485,65.10495,
876,Sodium_benzoate,532-32-1,Microbiocide,15.3696,1799.775,1423.615,46433.65,2561.815,
877,Bis(2-ethylhexyl)_terephthalate,6422-86-2,Plasticizer,977.17,702.2615,1419.65,45122.3,890.0045,
878,"2-(Hydroxymethyl)-2-nitro-1,3-propanediol",126-11-4,Microbiocide,401.246,1143.36,1353.73,39873.4,199.2195,
879,Sodium_xylenesulfonate,1300-72-7,Solvent,624.793,1000,1401.925,47721.2,326.4955,
880,3-Methylaniline,108-44-1,Chemical intermediate,160.4825,1000,1276.8,34709.95,152.038,
881,"2,4-Dinitrophenol",51-28-5,Dye,227.238,8.954765,191.258,1359.97,159.5285,
882,"Hexachloro-1,3-butadiene",87-68-3,Solvent,115.0835,1487.845,1691.235,41554.1,2359.03,
883,2-[2-(2-Butoxyethoxy)ethoxy]ethanol,143-22-6,Plasticizer,506.941,1000,1465.24,39305.3,3274.355,
884,Chlorthal-dimethyl,1861-32-1,Herbicide,303.276,1006.845,819.407,42674.15,2882.94,
885,Dinoseb,88-85-7,Herbicide,25.92085,22.6149,52.39085,2081.245,13.9936,
886,Exifone,52479-85-3,Pharmaceutical,1000,8.13015,122.139,7318.185,756.9345,
887,1-Decanol,112-30-1,Chemical intermediate,330.8705,915.671,1494.505,57055.4,1260.665,
888,"(E)-1,2-Dichloroethylene",156-60-5,Solvent,359.917,1118.9,1334.91,51451.2,2264.615,
889,9-Phenanthrol,484-17-3,Pharmaceutical,2.8391,24.9364,0.9936335,2132.07,76.70435,
890,Dimethyl_terephthalate,120-61-6,Chemical intermediate,299.586,1136.535,270.8665,47714.45,2799.07,
891,2-Anisidine,90-04-0,Chemical intermediate,1641.75,0.002526205,3.9162,19199950,3133.49,
892,Daminozide,1596-84-5,Herbicide,841.4045,53.88425,695.56,255391,1950.27,
893,Nonanoic_acid,112-05-0,Food flavor fragrance,139.0045,1000,1000,41818.7,2559.635,
894,Methyl_octanoate,111-11-5,Food flavor fragrance,619.7805,756.5175,1476.655,43603.75,492.5515,
895,SSR_241586_HCl,NOCAS_47353,Pharmaceutical,6.794095,40.54635,57.00925,1722.04,81.52735,
896,Acibenzolar-S-methyl,135158-54-2,Microbiocide,3.19078,1049.105,431.983,36024.15,2048.685,
897,"1,2,4-Trichlorobenzene",120-82-1,Solvent,785.536,760.347,444.43,44897,2626.07,
898,Diphenamid,957-51-7,Herbicide,15.6365,306.2955,198.53,10560.55,325.795,
899,Parathion,56-38-2,Pesticide,1.342905,142.5375,881.07,1375.43,653.925,
900,Propetamphos,31218-83-4,Pesticide,0.767862,188.533,177.9425,5610.445,53.94845,
901,Benzyl_butyl_phthalate,85-68-7,Plasticizer,0.672818,336.3075,118.2685,9510.485,230.1705,
902,Phosalone,2310-17-0,Pesticide,0.8391635,1052.315,930.0015,33339.65,865.356,
903,4-Nitrosodiphenylamine,156-10-5,Chemical intermediate,0.122272,605.988,120.771,20670.65,326.336,
904,Sodium_hexyldecyl_sulfate,1120-01-0,Surfactant,108.3665,293.259,1317.17,4046.965,1829.865,
905,Azobenzene,103-33-3,Chemical intermediate,17.9047,785.881,268.024,30315.6,1688.13,
906,Pirinixic_acid,50892-23-4,Pharmaceutical,1418.655,93.2149,1732.47,4242.82,790.0775,
907,Theobromine,83-67-0,Food flavor fragrance,614.624,1182.455,1000,49905.85,217.811,
908,1-Methylnaphthalene,90-12-0,Solvent,1000,871.155,1234.23,47243.7,1986.995,
909,Benzo(b)fluoranthene,205-99-2,PAH,45.1108,1454.615,0.7163615,44953.75,178.587,
910,1-Octanol,111-87-5,Food flavor fragrance,619.4885,1000,1128.575,52094.5,2038.36,
911,Ketoconazole,65277-42-1,Microbiocide,312.863,0.001690855,6.14379,220020.5,114.091,
912,Sodium_fluoroacetate,62-74-8,Pesticide,643.796,250.179,1428.585,2337.615,1280.345,
913,MCPB,94-81-5,Herbicide,954.535,192.9365,540.175,5717.05,401.815,
914,Benzidine,92-87-5,Chemical intermediate,722.3585,603.884,1000,39964.25,2047.085,
915,"2,2'-Bisphenol_F",2467-02-9,Plasticizer,15.84565,196.6955,191.0755,7181.33,369.811,
916,Abamectin,71751-41-2,Pesticide,39.28705,22.17245,22.7317,934.1655,358.4595,
917,Benzoic_acid,65-85-0,Food additive,558.7225,1012.385,1000,42133.2,2587.375,
918,Methyl_dodecanoate,111-82-0,Food flavor fragrance,93.5046,150.434,1367.44,664.202,3365.06,
919,4-Vinyl-1-cyclohexene_dioxide,106-87-6,Chemical intermediate,284.32,1033.25,1202.19,51827.1,3121.475,
920,Erythromycin,114-07-8,Pharmaceutical,736.342,50.1265,9.068765,1535.405,1954.025,Known
921,Amitraz,33089-61-1,Pesticide,1090.505,25.79345,966.689,1626.96,2030.255,
922,Dieldrin,60-57-1,Pesticide,11.6467,23.4127,199.51,156.451,1415.815,
923,Pentachlorophenol,87-86-5,Microbiocide,294.963,7.219395,254.9735,2508.485,488.0115,
924,Geraniol,106-24-1,Food flavor fragrance,27.4351,1000,227.1405,32518.05,1587.325,
925,4-Chloro-3-methylphenol,59-50-7,Microbiocide,128.6285,136.8515,35.32245,9412.025,507.0365,
926,Profenofos,41198-08-7,Pesticide,4.44299,28.9815,218.9955,194.243,513.4745,
927,"2,2',6,6'-Tetrachlorobisphenol_A",79-95-8,Flame retardant,105.065,155.6325,17.58515,7923.13,271.9125,
928,Digoxin,20830-75-5,Pharmaceutical,2.348885,1.159325,1.36107,405.5225,9.928425,
929,Pravastatin_sodium,81131-70-6,Pharmaceutical,801.5865,24.89595,43.4297,18718.05,1692.495,
930,Diphenyl_phthalate,84-62-8,Plasticizer,75.1347,520.1885,60.9349,33272.2,423.9975,
931,Anilazine,101-05-3,Microbiocide,123.2,25.4615,16.37195,280.3415,388.8965,
932,Chloramphenicol,56-75-7,Pharmaceutical,243.54,1000,10.76455,2944.105,1470.79,
933,"1,2,4,5-Tetrachlorobenzene",95-94-3,Chemical intermediate,483.5985,157.7095,114.5855,1577.735,2852.74,
934,Malathion,121-75-5,Pesticide,746.375,60.3868,603.005,7046.415,1258.68,
935,Sodium_L-ascorbate,134-03-2,Food flavor fragrance,1296.305,29.90415,1062.19,70180.9,2998.13,
936,Niclosamide,50-65-7,Pesticide,3.11131,0.105599,125.928,464.045,3.690745,
937,4-Aminobenzoic_acid,150-13-0,Food flavor fragrance,777.881,1000,1379.355,42656.2,544.9765,
938,Butyryl_trihexyl_citrate,82469-79-2,Plasticizer,63.7404,1623.64,1665.175,55792.1,2147.93,
939,Carbofuran,1563-66-2,Pesticide,89.2229,1000,1000,39032.7,2806.235,
940,Tris(2-ethylhexyl)_phosphate,78-42-2,Flame retardant,8.65682,1556.08,1410.935,44036.15,1592.42,
941,Monomethyl_phthalate,4376-18-5,Plasticizer,705.2375,991.922,1479.32,55702.35,1547.56,
942,Napropamide,15299-99-7,Herbicide,3.267195,107.0905,3.01839,4630.49,2.76218,
943,Trinexapac-ethyl,95266-40-3,Herbicide,17.518,1.88593,5.412875,90.30525,0.632182,
944,Caprolactam,105-60-2,Chemical intermediate,249.7,8.102415,10.1057,5708.855,32.0526,
945,Endrin,72-20-8,Pesticide,177.7535,4.004105,2.011685,86.53585,13.3448,
946,Allethrin,584-79-2,Pesticide,33.72615,3.638055,99.15,206.6715,235.8235,
947,Flutolanil,66332-96-5,Microbiocide,0.549764,98.3072,270.4035,548.9055,85.01415,
948,Glycerol,56-81-5,Food flavor fragrance,260.2175,1342.47,1470.4,52654.15,3662.175,
949,2-(2-Butoxyethoxy)ethanol,112-34-5,Solvent,463.475,1000,1334.295,44555.95,1198.885,
950,Fluorene,86-73-7,PAH,1000,32.8866,68.89375,15388,272.3915,
951,1-Pentadecanol,629-76-5,Food flavor fragrance,375.71,1570.85,1346.67,41811.45,2499.635,
952,Dimethyl_glutarate,1119-40-0,Chemical intermediate,38.26465,1625.775,1466.3,39905.85,1769.875,
953,"2,6,10-Trimethyl-2,6,10-triazaundecane",3855-32-1,Plasticizer,88.5376,297.451,1405.22,2147.135,2238.53,
954,Cyanuric_acid,108-80-5,Chemical intermediate,51.32355,1493.055,1481.535,37385.35,1758.04,
955,Propoxur,114-26-1,Pesticide,32.5895,1429.055,239.059,49084.95,3321.37,
956,Zearalenone,17924-92-4,Other,0.5656945,138.556,11.23465,4224.39,72.15855,
957,Chrysin,480-40-0,Food flavor fragrance,17.91395,286.4335,167.7675,9732.69,462.32,
958,"Dibenz(a,h)anthracene",53-70-3,PAH,546.2685,479.749,1000,38332.55,2915.995,
959,Bis(4-hydroxyphenyl)methane,620-92-8,Plasticizer,1.59151,289.9925,325.5095,7343.34,139.3885,
960,Haloperidol,52-86-8,Pharmaceutical,1.144205,0.000409446,0.341338,353486.5,112.9285,Known
961,"p,p'-DDE",72-55-9,Pesticide,154.021,53.5999,29.13395,956.4555,2596.265,
962,2-[(4-Hydroxyphenyl)methyl]phenol,2467-03-0,Chemical intermediate,33.1365,172.088,135.7295,6096.045,487.0335,
963,Prednisolone,50-24-8,Pharmaceutical,324.004,1153.175,1580.78,44087.85,2807.855,
964,Thiodicarb,59669-26-0,Pesticide,360.0865,302.8935,215.0935,18267.25,165.8,
965,Mesotrione,104206-82-8,Herbicide,57.17485,1026.775,1076.965,39595.05,490.213,
966,Decanoic_acid,334-48-5,Food flavor fragrance,1000,198.5215,1469.77,18787.6,816.354,
967,6-Methylquinoline,91-62-3,Food flavor fragrance,9.756345,1766.635,1129.245,52649.35,622.912,
968,4-Butyrolactone,96-48-0,Solvent,1.71704,1638.69,1046.68,52647.65,2042.415,
969,Naphthalene,91-20-3,PAH,5.44113,1751.2,1510.985,44445.8,2627.545,
970,Trioctyl_trimellitate,89-04-3,Plasticizer,1.88278,1482.455,1160.535,42899.65,3306.82,
971,Propargite,2312-35-8,Pesticide,0.548031,362.187,238.004,13518.1,254.949,
972,Bromacil,314-40-9,Herbicide,0.221134,1000,577.872,30899.95,112.852,
973,Fluridone,59756-60-4,Herbicide,17.54465,160.7325,4.070805,6708.205,263.134,
974,"2,6-Dimethylphenol",576-26-1,Chemical intermediate,192.806,1000,1195.745,46084.65,2492.615,
975,Isopropalin,33820-53-0,Herbicide,231.7225,0.3329785,0.636039,63208.05,1381,
976,Disulfoton,298-04-4,Pesticide,35.0952,5.80967,52.8002,108.2735,923.251,
977,N-Nitrosodiphenylamine,86-30-6,Chemical intermediate,25.0474,828.087,59.63985,37679.4,1849.4,
978,Pentachlorobenzene,608-93-5,Pesticide,162.099,105.108,22.30975,3542.275,2612.5,
979,FD&C_Yellow_6,2783-94-0,Dye,260.1305,858.4995,543.77,50709.6,3955.885,
980,Cumene_hydroperoxide,80-15-9,Chemical intermediate,70.75235,149.7015,248.6265,7525.06,537.5855,
981,Bromoxynil,1689-84-5,Herbicide,123.243,180.3555,334.8605,7789.925,513.225,
982,Dimethylaminoethanol,108-01-0,Chemical intermediate,84.65045,1503.52,1321.095,48879.3,3110.735,
983,Di-tert-butyl_peroxide,110-05-4,Chemical intermediate,0.269846,810.2845,44.3576,26380,3801.27,
984,Dimethyl_phthalate,131-11-3,Plasticizer,7.29842,1049.24,704.1585,34689.6,1794.015,
985,Dodecylbenzenesulfonic_acid,27176-87-0,Surfactant,9.894835,31.41085,201.984,184.1275,157.919,
986,Clopyralid-olamine,57754-85-5,Herbicide,49.66295,243.1935,266.512,10161.1,308.5715,
987,"2,4,5-Trichlorophenoxyacetic_acid",93-76-5,Herbicide,97.57845,1000,171.0205,55253.15,3204.325,
988,Finasteride,98319-26-7,Pharmaceutical,569.069,4.149485,15.8921,1025.565,700.416,
989,4-Nitrotoluene,99-99-0,Chemical intermediate,706.94,5.07845,2.378955,222.9595,1499.83,
990,Atenolol,29122-68-7,Pharmaceutical,30.83335,1146.13,1000,38133.5,2309.5,
991,"1,3-Butanediol",107-88-0,Solvent,9.836755,1000,75.41985,25547.9,1507.385,
992,Buspirone,36505-84-7,Pharmaceutical,55.61445,65.3987,1.32256,37653.6,825.014,
993,Catechol,120-80-9,Chemical intermediate,56.30965,1370.355,209.0865,50358.3,3788.79,
994,Etridiazole,2593-15-9,Microbiocide,19.83365,1000,1099.66,33774.85,2750.34,
995,Isazofos,42509-80-8,Pesticide,47.16145,27.1325,252.174,134.9245,519.128,
996,Pentanal,110-62-3,Food flavor fragrance,145.2675,123.7265,1000,1286.155,3003.165,
997,Thiazopyr,117718-60-2,Herbicide,2.517655,16.76495,1000,230.609,228.7985,
998,"2,2-Dibromo-3-nitrilopropionamide",10222-01-2,Microbiocide,55.93115,1219.365,1000,42942.3,3303.65,
999,2-Methyl-5-nitroaniline,99-55-8,Chemical intermediate,78.08215,259.475,1000,7209.39,4012.455,
1000,Triadimefon,43121-43-3,Microbiocide,3.095025,40.7079,63.40265,214.239,465.3635,
1001,Phenol_Red_sodium_salt,34487-61-1,Dye,34.6189,1282.815,1000,51952.9,2408.425,
1002,Sodium_azide,26628-22-8,Herbicide,27.89515,1409.35,1887.725,43425.35,1086.07,
1003,Chlorobenzilate,510-15-6,Pesticide,4.094,23.7547,0.1588125,1762.11,37.18205,
1004,2-[2-(2-Ethoxyethoxy)ethoxy]ethanol,112-50-5,Solvent,79.4957,928.622,51.7318,43588.25,2927.61,
1005,Picloram,1918-02-1,Herbicide,20.03065,1758.805,667.748,46232.9,2890.45,
1006,4-Chlorophenyl_methyl_sulfone,98-57-7,Pesticide,200.3195,1329.445,1697.195,49988.8,621.445,
1007,Bepridil,64706-54-3,CiPA pharmaceutical,7.792995,0.7774605,0.825782,2.678965,3.374155,Known
1008,Dofetilide,115256-11-6,CiPA pharmaceutical,5.207575,218.901,0.001745055,49202.45,1067.38,Known
1009,Quinidine,56-54-2,CiPA pharmaceutical,105.881,11.7818,0.89949,889.141,35.74035,Known
1010,"D,1_Sotalol",3930-20-9,CiPA pharmaceutical,1385.595,2.7895,0.5105645,1003.85,487.7275,Known
1011,Azimilide,149908-53-2,CiPA pharmaceutical,6.64416,0.2960575,0.119768,5.004725,279.597,FDA (High)
1012,Ibutilide,122647-32-9,CiPA pharmaceutical,0.000647702,0.8050985,0.08396475,9312.51,13.585,Known
1013,Vandetanib,443913-73-3,CiPA pharmaceutical,0.355595,211.206,315.534,6279.21,320.152,Known
1014,Disopyramide,3737-09-5,CiPA pharmaceutical,54.15095,76.37915,2.889895,1582.43,2084.35,Known
1015,Cisapride,81098-60-4,CiPA pharmaceutical,72.94905,0.01409525,0.01252215,98265600,1208.555,Known
1016,Terfenadine,50679-08-8,CiPA pharmaceutical,926.609,953.56,1281.105,42004.7,3255.48,Known
1017,Ondansetron,99614-02-5,CiPA pharmaceutical,949.7255,0.978095,0.589266,6201.92,2462.09,Known
1018,Astemizole,68844-77-9,CiPA pharmaceutical,22.25775,0.01227845,0.000443766,32.89315,49.5848,Known
1019,Clarithromycin,81103-11-9,CiPA pharmaceutical,329.3305,815.4475,449.993,2280.9,2373.065,Known
1020,Clozapine,5786-21-0,CiPA pharmaceutical,28.78395,0.617864,0.995881,82.85015,50.64425,Possible
1021,Domperidone,57808-66-9,CiPA pharmaceutical,1.76574,0.00074624,0.000684881,2830015,361.755,Known
1022,Droperidol,548-73-2,CiPA pharmaceutical,528.043,0.000379761,0.3113545,10082925000,2001.345,Known
1023,Risperidone,106266-06-2,CiPA pharmaceutical,59.93365,0.0232219,0.0880711,12216.15,2372.665,Conditional
1024,Mexiletine,31828-71-4,CiPA pharmaceutical,1014.295,0.758298,49.2475,564.191,265.846,
1025,Ranolazine,95635-55-5,CiPA pharmaceutical,288.415,1.15746,11.23725,15174.2,2376.7,Conditional
1026,Verapamil,52-53-9,CiPA pharmaceutical,0.00017667,0.4364635,4.911515,368.9395,5.138695,
1027,Loratadine,79794-75-5,CiPA pharmaceutical,24.1289,1000,1.28063,1378.45,2498.925,
1028,Nifedipine,21829-25-4,CiPA pharmaceutical,1.355865,296.806,198.5965,12360.6,193.6835,
1029,Nitrendipine,39562-70-4,CiPA pharmaceutical,0.005889455,11.18775,0.000352107,5069.305,148.8125,
1030,Bifenazate_Replicate,149877-41-8,Pesticide,29.90955,87.30235,220.3995,2917.755,505.229,
1031,"2,2'-Methylenebis(4-methyl-6-tert-butylphenol)_Replicate",119-47-1,Chemical intermediate,0.004479285,337.3535,0.05040985,8155.855,158.311,
1032,Dichlorophen_Replicate,97-23-4,Microbiocide,0.224888,50.79885,53.9674,1449.01,91.4932,
1033,Fenpropathrin_Replicate,39515-41-8,Pesticide,13.68665,0.236755,1000,138507,1728.56,
1034,Isooctyl_acrylate_Replicate,29590-42-9,Plasticizer,144.7655,1000,1000,42371.35,404.222,
1035,Glycidol_Replicate,556-52-5,Chemical intermediate,54.2419,1000,1100.255,54343.45,1960.805,
1036,1-Tridecanol_Replicate,112-70-9,Food flavor fragrance,13.49065,643.031,611.0715,28975.2,1393.335,
1037,Pyrimethanil_Replicate,53112-28-0,Microbiocide,0.2232655,377.382,201.5475,10027.39,201.3715,
1038,Coumarin_Replicate,91-64-5,Food flavor fragrance,4.673035,206.374,105.945,8280.135,655.732,
1039,Fenthion_Replicate,55-38-9,Pesticide,1.160215,334.521,2.1115,7914.16,529.346,
1040,Chlorendic_acid_Replicate,115-28-6,Herbicide,1250.02,85.87635,2.04215,59835.55,3324.255,
1041,TAB_Control,,NA,0.0278721,0.0271353,0.0298431,38.15135,0.04642285,
1042,Isoproterenol_hydrochloride_Control,,NA,NA,NA,NA,NA,NA,
1043,Propranolol_Control,525-66-6,Pharmaceutical,0.02857385,0.03046925,65.6078,56.17005,0.0499746,
1044,Cisapride_Control,,NA,NA,NA,NA,NA,NA,
1045,N-acetylprocainamide_Control,32795-44-1,Pharmaceutical,0.0272073,0.04207585,22.43165,66.95485,0.03377175,
1046,Sematilide_Control,101526-83-4,Pharmaceutical,0.03917475,0.03061555,0.0409277,38.4311,0.04645075,
1047,Sotalol_Control,,NA,NA,NA,NA,NA,NA,
1048,Mifepristone_Control,,NA,NA,NA,NA,NA,NA,
1049,Cabazitaxel_Control,183133-96-2,Pharmaceutical,0.0279863,0.0420794,785.566,35.46815,0.03172555,
1050,Lamotrigine_Control,84057-84-1,Pharmaceutical,0.0383955,0.03051705,1000,42.31115,0.03243935,
